fold,train_c,test_c,events_train,events_test,n_ids_train,n_ids_test
1,0.9401819205345415,0.9367109107280512,148,37,1346,337
2,0.9359704620171665,0.9539355127414342,150,35,1347,336
3,0.9407309147595454,0.9591050040038847,158,27,1347,336
4,0.9400079988788457,0.8934157675041349,139,46,1346,337
5,0.9402196749164908,0.9436075872481474,145,40,1346,337
