fold,train_c,test_c,events_train,events_test,n_ids_train,n_ids_test
1,0.9518875208257142,0.9673059959740348,39,14,1001,250
2,0.93828290614762,0.9101801926356053,44,9,1001,250
3,0.9575523647244618,0.9524387668918919,45,8,1001,250
4,0.9450959979556185,0.9311720952348606,42,11,1001,250
5,0.9498815551117098,0.8625504374575527,42,11,1000,251
