fold,train_c,test_c,events_train,events_test,n_ids_train,n_ids_test
1,0.9345959734664185,0.9060277014565847,72,9,1450,362
2,0.9320465239961615,0.9456928269528994,64,17,1450,362
3,0.9335844169428449,0.8822049433446931,64,17,1449,363
4,0.9278908536196255,0.9287369841214931,61,20,1449,363
5,0.9299910060664262,0.9304620203602193,63,18,1450,362
