fold,train_c,test_c,events_train,events_test,n_ids_train,n_ids_test
1,0.9208415432604412,0.912147325418103,91,33,853,213
2,0.9312582591394003,0.8873125798426679,100,24,853,213
3,0.9294682812871692,0.974239721372749,102,22,853,213
4,0.9282630299509227,0.9306618309888681,105,19,853,213
5,0.926085574839872,0.9067609331383757,98,26,852,214
