fold,train_c,test_c,events_train,events_test,n_ids_train,n_ids_test
1,0.9553388902477611,0.9777352802801931,209,48,1259,315
2,0.95912193210392,0.9573639162385504,209,48,1260,314
3,0.961974431109564,0.9341275494819095,202,55,1259,315
4,0.9562609398615163,0.9634810372351901,202,55,1259,315
5,0.9585805488691755,0.9515034782805738,206,51,1259,315
